artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-administrationsoekonom;999999;www.ug.dk/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/administrationsoekonom;512500;Administrationsøkonom;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;336;23;;E2024F2025;44;249;0;202111-202311;562;19;16;12;53;Offentlig administration, forsvar og politi;Handel;Sundhed og socialvæsen;Øvrige brancher;63;202104-202412;224;17;;202101-202312;61;29.800;24.400;33.600;;202104-202412;99;6;;202101-202312;21;37.000;33.500;38.900;;32;50;202310-202312;27;27;3,56;202310-202312;30;30;3,97;30;30;3,73;202310-202312;202310-202312;27;27;3,59;41,0;64;24;;;;202310-202312;30;30;3,50;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;27;27;4,00;202310-202312;29;29;3,72;202310-202312;27;27;3,48;202310-202312;25;27;3,96;202310-202312;31;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);E-læring (eksempelvis fjernundervisning);202310-202312;25;26;3,96;0,00;8,00;16,00;48,00;28,00;202310-202312;24;26;3,38;8,00;17,00;29,00;21,00;25,00;202310-202312;27;27;3,70;23;46;202310-202312;20;35;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;30;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fik job gennem mit netværk;10;Jeg søgte uopfordret;202310-202312;20;50;0;30;5;15;0;5;202310-202312;20;37;202310-202312;20;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Andre kompetencer;202310-202312;19;Min evne til at arbejde struktureret og overholde deadlines;Evnen til at samarbejde;Menneskelige kompetencer;Tilegnelse af ny viden;Formidlingsevner;202310-202312;20;20;3,50;202310-202312;20;20;3,70;202310-202312;20;0;100;0;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;280716;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;219417;Københavns Professionshøjskole;219;Hillerød;1084;Hovedstaden;202110-202409;199;14;;E2024F2025;13;131;121;202111-202311;1053;64;18;4;14;Sundhed og socialvæsen;Undervisning;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;49;202104-202412;123;14;;202101-202312;68;32.400;25.250;35.350;;202104-202412;63;5;;202101-202312;31;24.700;13.400;37.100;;139;60;202310-202312;129;130;4,05;202310-202312;132;134;3,88;133;134;4,03;202310-202312;202310-202312;129;130;4,00;40,0;68;124;10,0;69;89;202310-202312;134;135;3,83;9,52;14,29;E2024F2025;0,00;76,19;202310-202312;131;132;4,53;202310-202312;118;134;3,25;202310-202312;127;132;3,70;202310-202312;130;132;3,91;202310-202312;139;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;202310-202312;123;124;3,70;0,00;11,00;33,00;31,00;25,00;202310-202312;124;124;3,42;2,00;23,00;31,00;23,00;23,00;202310-202312;128;130;4,16;24;27;202310-202312;23;87;Jeg søgte og blev ansat efter et stillingsopslag;9;Andet;4;Jeg startede som selvstændig;0;Jeg blev headhuntet;202310-202312;23;57;4;0;22;9;9;13;202310-202312;23;34;202310-202312;23;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Andre kompetencer;Frivilligt arbejde;202310-202312;23;Menneskelige kompetencer;Evnen til at samarbejde;Praktiske færdigheder;Omsætte teori til praksis;Anvendelse af teori og metode inden for mit fagområde;202310-202312;22;23;3,73;202310-202312;23;23;3,96;202310-202312;23;0;100;0;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;731412;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;791413;Professionshøjskolen VIA University College;730;Randers;1082;Midtjylland;202110-202409;156;13;;E2024F2025;8;251;0;202111-202311;867;69;15;3;13;Sundhed og socialvæsen;Undervisning;Handel;Øvrige brancher;35;202104-202412;115;16;;202101-202312;64;29.750;24.900;33.800;;202104-202412;48;5;;202101-202312;20;30.450;21.000;37.400;;133;82;202310-202312;129;129;4,19;202310-202312;129;129;4,07;129;129;4,13;202310-202312;202310-202312;129;129;4,16;38,0;72;125;7,0;72;86;202310-202312;131;131;3,94;9,52;14,29;E2024F2025;0,00;76,19;202310-202312;129;129;4,50;202310-202312;128;129;3,65;202310-202312;127;129;3,90;202310-202312;127;129;4,35;202310-202312;133;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);202310-202312;127;127;3,67;0,00;13,00;31,00;34,00;23,00;202310-202312;126;127;3,36;2,00;24,00;31,00;25,00;19,00;202310-202312;129;129;4,24;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-afspaendingspaedagog;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/socialogsundhedsuddannelser/psykomotorisk-terapeut;515700;Psykomotorisk terapeut;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;355;14;;E2024F2025;10;191;60;202111-202311;1920;66;17;3;14;Sundhed og socialvæsen;Undervisning;Rejsebureauer, rengøring og anden operationel service;Øvrige brancher;43;202104-202412;238;15;;202101-202312;132;30.500;25.100;34.200;;202104-202412;111;5;;202101-202312;51;27.100;16.000;37.400;;272;69;202310-202312;258;259;4,12;202310-202312;261;263;3,97;262;263;4,08;202310-202312;202310-202312;258;259;4,08;39,0;70;249;8,0;141;87;202310-202312;265;266;3,88;9,52;14,29;E2024F2025;0,00;76,19;202310-202312;260;261;4,52;202310-202312;246;263;3,46;202310-202312;254;261;3,80;202310-202312;257;261;4,12;202310-202312;272;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;250;251;3,68;0,00;12,00;32,00;32,00;24,00;202310-202312;250;251;3,39;2,00;23,00;31,00;24,00;21,00;202310-202312;257;259;4,20;44;28;202310-202312;41;76;Jeg søgte og blev ansat efter et stillingsopslag;10;Andet;5;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;5;Jeg startede som selvstændig;202310-202312;41;46;2;5;27;12;7;15;202310-202312;41;34;202310-202312;41;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Jeg har den uddannelse, som er en forudsætning for jobbet;Andre kompetencer;Studiejob;202310-202312;41;Menneskelige kompetencer;Evnen til at samarbejde;Formidlingsevner;Praktiske færdigheder;Anvendelse af teori og metode inden for mit fagområde;202310-202312;40;41;3,80;202310-202312;41;41;3,98;202310-202312;41;0;100;0;;;;;;;;;;Ingen data;
udb2-akautomationstekn;101616;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101604;Københavns Erhvervsakademi (KEA);101;København;1084;Hovedstaden;202110-202409;202;24;;E2024F2025;67;253;0;202111-202311;541;42;23;11;24;Industri;Videnservice;Information og kommunikation;Øvrige brancher;94;202104-202412;90;1;;202101-202312;40;41.750;37.350;47.350;;202104-202412;20;0;;202101-202312;19;59.300;46.800;65.100;;90;68;202310-202312;81;82;4,15;202310-202312;87;87;4,33;87;87;4,31;202310-202312;202310-202312;80;82;3,84;33,0;68;79;14,5;40;91;202310-202312;87;87;3,78;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;83;83;4,14;202310-202312;84;85;3,37;202310-202312;82;83;3,71;202310-202312;80;83;4,05;202310-202312;88;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;79;80;4,10;3,00;5,00;14,00;37,00;42,00;202310-202312;78;80;3,87;3,00;5,00;31,00;26,00;36,00;202310-202312;82;82;4,21;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;461453;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;461;Odense;1083;Syddanmark;202110-202409;90;26;;E2024F2025;10;320;0;202111-202311;295;38;19;17;25;Industri;Information og kommunikation;Handel;Øvrige brancher;95;202104-202412;54;10;;202101-202312;23;38.700;34.800;50.200;;Ingen data;;;;Ingen data;;;;;;38;68;202310-202312;37;37;4,30;202310-202312;38;38;4,21;38;38;4,32;202310-202312;202310-202312;37;37;4,41;42,0;75;36;12,0;12;82;202310-202312;38;38;3,53;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;37;37;4,30;202310-202312;34;38;3,74;202310-202312;35;37;3,74;202310-202312;37;37;4,16;202310-202312;38;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;36;37;4,31;0,00;8,00;6,00;33,00;53,00;202310-202312;37;37;3,86;5,00;0,00;38,00;16,00;41,00;202310-202312;37;37;4,32;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;281369;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;607;Fredericia;1083;Syddanmark;202110-202409;36;22;;E2024F2025;10;320;0;202111-202311;51;35;33;14;18;Information og kommunikation;Industri;Videnservice;Øvrige brancher;98;202104-202412;16;0;;202101-202312;10;39.300;32.900;40.800;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2024F2025;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;730404;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;730401;Erhvervsakademi Dania;730;Randers;1082;Midtjylland;202110-202409;49;16;;E2024F2025;47;253;0;202111-202311;257;47;17;14;22;Industri;Information og kommunikation;Videnservice;Øvrige brancher;98;202104-202412;48;6;;202101-202312;34;41.250;37.400;47.200;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2024F2025;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;280854;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;751470;Erhvervsakademi Aarhus;751;Aarhus;1082;Midtjylland;202110-202409;115;30;;E2024F2025;102;201;0;202111-202311;297;48;17;12;23;Industri;Information og kommunikation;Videnservice;Øvrige brancher;94;202104-202412;72;3;;202101-202312;45;39.600;36.400;44.200;;Ingen data;;;;Ingen data;;;;;;46;72;202310-202312;45;45;4,13;202310-202312;45;45;3,93;45;45;4,07;202310-202312;202310-202312;45;45;4,00;31,0;74;43;;;;202310-202312;45;45;3,76;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;45;45;4,27;202310-202312;41;45;3,61;202310-202312;45;45;3,67;202310-202312;45;45;3,93;202310-202312;45;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);202310-202312;44;44;3,98;0,00;11,00;18,00;32,00;39,00;202310-202312;44;44;3,89;5,00;9,00;16,00;34,00;36,00;202310-202312;45;45;4,20;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akautomationstekn;851469;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;851454;Professionshøjskolen University College Nordjylland;851;Aalborg;1081;Nordjylland;202110-202409;98;35;;E2024F2025;47;240;0;202111-202311;268;55;14;10;21;Industri;Handel;Videnservice;Øvrige brancher;96;202104-202412;73;6;;202101-202312;20;41.650;37.450;43.500;;202104-202412;213;1;Institutionstal for undergruppe: Tekniske område, EA;202101-202312;8;48.250;38.900;53.950;Institutionstal for undergruppe: Tekniske område, EA;35;74;202310-202312;33;33;3,76;202310-202312;34;34;4,09;34;34;4,18;202310-202312;202310-202312;33;33;3,52;41,0;67;31;;;;202310-202312;33;34;3,58;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;33;33;4,06;202310-202312;32;33;3,34;202310-202312;31;33;3,39;202310-202312;33;33;3,97;202310-202312;35;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;32;32;3,84;3,00;6,00;22,00;41,00;28,00;202310-202312;31;32;3,68;0,00;13,00;29,00;35,00;23,00;202310-202312;33;33;3,70;15;33;202310-202312;14;50;Jeg søgte og blev ansat efter et stillingsopslag;29;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;7;Jeg blev headhuntet;7;Jeg fik job gennem mit netværk;202310-202312;14;36;0;64;0;0;0;0;202310-202312;14;38;202310-202312;14;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Afsluttende opgave (projekt/speciale);202310-202312;13;Tekniske kompetencer;IT-færdigheder;Praktiske færdigheder;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;202310-202312;14;14;3,57;202310-202312;14;14;3,79;202310-202312;14;14;79;7;;;;;;;;;;Ingen data;
udb2-akautomationstekn;999999;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/automationsteknolog;520300, 563900, 563800;Automationsteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;601;27;;E2024F2025;47;265;0;202111-202311;1709;45;16;14;26;Industri;Videnservice;Information og kommunikation;Øvrige brancher;95;202104-202412;359;5;;202101-202312;172;40.700;36.450;45.350;;202104-202412;43;0;;202101-202312;27;55.000;46.400;62.000;;229;65;202310-202312;213;214;4,07;202310-202312;224;224;4,17;224;224;4,23;202310-202312;202310-202312;212;214;3,93;36,0;70;205;13,0;78;89;202310-202312;223;224;3,69;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;216;216;4,19;202310-202312;211;221;3,46;202310-202312;211;216;3,62;202310-202312;213;216;3,99;202310-202312;226;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;207;209;4,05;1,00;8,00;15,00;35,00;40,00;202310-202312;206;209;3,77;3,00;9,00;28,00;26,00;33,00;202310-202312;214;214;4,12;61;27;202310-202312;54;37;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;35;Jeg søgte og blev ansat efter et stillingsopslag;13;Jeg søgte uopfordret;7;Jeg blev headhuntet;202310-202312;54;20;0;61;7;11;0;7;202310-202312;54;39;202310-202312;54;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Afsluttende opgave (projekt/speciale);202310-202312;48;Tekniske kompetencer;IT-færdigheder;Tilegnelse af ny viden;Anvendelse af teori og metode inden for mit fagområde;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;54;54;3,54;202310-202312;54;54;3,59;202310-202312;54;17;81;2;;;;;;;;;;Ingen data;
udb2-akenergiteknologi;101616;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/energiteknolog;562800, 562700, 517400;Energiteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;101604;Københavns Erhvervsakademi (KEA);101;København;1084;Hovedstaden;202110-202409;67;25;;E2024F2025;9;321;0;202111-202311;510;23;19;12;45;Videnservice;Bygge og anlæg;Offentlig administration, forsvar og politi;Øvrige brancher;74;202104-202412;65;7;;202101-202312;23;35.800;27.500;42.300;;202104-202412;44;3;;202101-202312;44;49.800;40.850;62.500;;30;83;202310-202312;30;30;4,13;202310-202312;30;30;4,43;30;30;4,33;202310-202312;202310-202312;30;30;4,13;38,8;68;30;8,8;16;75;202310-202312;30;30;4,20;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;30;30;4,50;202310-202312;30;30;3,93;202310-202312;30;30;4,07;202310-202312;30;30;4,03;202310-202312;30;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Faglig vejledning fra din underviser;202310-202312;30;30;4,33;0,00;0,00;23,00;20,00;57,00;202310-202312;30;30;3,83;0,00;17,00;23,00;20,00;40,00;202310-202312;30;30;4,37;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akenergiteknologi;280041;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/energiteknolog;562800, 562700, 517400;Energiteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561427;Erhvervsakademi SydVest;561;Esbjerg;1083;Syddanmark;202110-202409;15;13;;E2024F2025;5;263;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;12,50;12,50;E2024F2025;0,00;75,00;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-akenergiteknologi;461453;www.ug.dk/uddannelser/erhvervsakademiuddannelser/tekniskeogteknologiskeuddannelser/energiteknolog;562800, 562700, 517400;Energiteknolog;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;461;Odense;1083;Syddanmark;202110-202409;34;26;;E2024F2025;11;300;0;202111-202311;236;39;17;12;32;Videnservice;Bygge og anlæg;Handel;Øvrige brancher;84;202104-202412;24;8;;202101-202312;8;39.000;33.100;44.400;Institutionstal for undergruppe: Tekniske område, EA;202104-202412;21;0;;202101-202312;18;43.550;39.900;50.500;;12;75;202310-202312;11;11;3,91;202310-202312;11;11;3,91;11;11;4,00;202310-202312;202310-202312;10;11;3,30;41,0;54;10;;;;202310-202312;12;12;3,92;12,50;12,50;E2024F2025;0,00;75,00;202310-202312;11;11;4,27;202310-202312;11;11;3,73;202310-202312;11;11;4,27;202310-202312;11;11;4,45;202310-202312;12;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Faglig vejledning fra din underviser;202310-202312;10;11;4,20;0,00;0,00;30,00;20,00;50,00;202310-202312;11;11;4,27;0,00;9,00;18,00;9,00;64,00;202310-202312;11;11;4,00;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
